id,quid,question,answer,answer_type,choices,answer_word,facts
1605,,"What is black and yellow and goes zzub,zzub?",D,MULTIPLE_CHOICE,"A) jet black
B) daffodil
C) color
D) bee flying backwards
E) daisies",,
1606,,"What is firm but soft,  Shows emotion,  But doesn't exist to the ones that hurt you. ",C,MULTIPLE_CHOICE,"A) be
B) modesty
C) your feelings
D) his or her home
E) displeasure",,
1607,,"I am born on paper with twisted lines, I'm a sponge in a way and I taste awful, what am I?",D,MULTIPLE_CHOICE,"A) contract
B) forests
C) leaf
D) moss
E) sponge sponge",,
1608,,What has Three eyes Six legs and a Tail?,B,MULTIPLE_CHOICE,"A) mouse
B) norse god odin
C) part
D) vision
E) machine",,
1609,,When would a women love a bald midget?,D,MULTIPLE_CHOICE,"A) in bed
B) during the day
C) being
D) when he is her baby
E) his wedding",,
1610,,You are in a clothes store with no doorand you have a bag.  How do you get out?,C,MULTIPLE_CHOICE,"A) cover
B) cost
C) you dont
D) you pay for it
E) clock",,
1611,,What Walks On Its Head All Day Long?,B,MULTIPLE_CHOICE,"A) hammerhead
B) nail in horse shoe 
C) hash head
D) headboard
E) story",,
1612,,"I am what you think, I am not what you see?",C,MULTIPLE_CHOICE,"A) deliberation
B) train of thoughts
C) you imagination
D) hope
E) thunk",,
1613,,Da 22nd n 24rth president had da same mom n dad but they were not bro's .  How is this possible?,D,MULTIPLE_CHOICE,"A) corporation
B) neuter
C) salt
D) they were da same person  
E) son",,
1614,,"David was out for a walk when it started to rain.  He did not have an umbrella and he wasn't wearing a hat.  His clothes were soaked, yet not a single hair on his head got wet.  How could this happen?",B,MULTIPLE_CHOICE,"A) he didn't fall down
B) david is bald
C) flight
D) company
E) return",,
1615,,less than 1000   more than 88 x 2 + 8  less than 100 x 9 + 65   more than 100 x 9 + 63,D,MULTIPLE_CHOICE,"A) higher than 8
B) higher than 9
C) xxx
D) 964
E) signature",,
1616,,why is 6 afraid of 7,A,MULTIPLE_CHOICE,"A) because 789
B) make number 7
C) make list
D) apprehension
E) terror",,
1617,,why was 7 afrade of 9 ?,C,MULTIPLE_CHOICE,"A) bigger than 7
B) amazon basin
C) because 789
D) amazon river
E) humanist",,
1618,,There is a bomb in the chamber of a bomber plane.  The bomb is not attached to anything.  The chamber is opened but the bomb doesn't come out.  Why is this?,C,MULTIPLE_CHOICE,"A) geometry
B) key
C) plane is flying upside down
D) saddle
E) sequence",,
1619,,"If you had only one match and entered a room in which there was a kerosene lamp, an oil heater, and a woodburning stove, which would you light first?",B,MULTIPLE_CHOICE,"A) photon
B) light the match first
C) cube
D) extinguish flame
E) source",,
1620,,there are 6 copy cats on a boat.  1 jump off.   how many copy cats are left?,C,MULTIPLE_CHOICE,"A) hop
B) story
C) none  their copy cats
D) jerk
E) mexican hairless",,
1621,,Long and thin  But you can't win  two holes but   everything stays in   I come in all sizes  with many surprises,B,MULTIPLE_CHOICE,"A) capacity
B) straw
C) suite
D) milkshake
E) cavity",,
1622,,usually cow gives milk. what does cow gives when earthquake occurs?,C,MULTIPLE_CHOICE,"A) tip
B) foodstuff
C) milkshake
D) milk cow
E) bone",,
1623,,"He's a boastful, puffed-up fellow, wearing spurs; eyes gleaming yellow.  As he proudly struts about, he's in charge, there is no doubt.  What is he?",E,MULTIPLE_CHOICE,"A) interrogation
B) duck
C) leashes
D) spread
E) he is a rooster",,
1624,,hey riddler were the only peeps here,D,MULTIPLE_CHOICE,"A) expression
B) peeps
C) steam engine
D) loner
E) solitude",,
1625,,"There were 4 people that liked to set people's houses on fire.  Their names were Mark,Alex,Anthony,and Kevin. One day the police officers found about the fires but didn't know which person did it. Mark,Alex,Anthony,and Kevin's last name was Price. The police officer put up a sign that said this   ?Price.                          Which person set the fire?                   Hint:the sign has a big hint",D,MULTIPLE_CHOICE,"A) avenue
B) cafe
C) victim
D) mark
E) place",,
1626,,WHAT HAS ONE EYE BUT COULD NEVER SEE?,C,MULTIPLE_CHOICE,"A) wink
B) glass eye
C) pin
D) tool
E) anatomy",,
1627,,I AM NICE AND ROUND  I NEVER TOUCH THA GROUND.    ECEPT FOR 1 TIME WHEN I FLEW ACCROSS THA FLOOR  AND GOT MYSELF STUCK BETWEEN A DOOR!!!  OW!,D,MULTIPLE_CHOICE,"A) friends
B) down
C) nick
D) my head
E) low",,
1628,,Im something you can hold also that you can find anything on me what am i ???????????,A,MULTIPLE_CHOICE,"A) laptop
B) rut
C) reach
D) bes
E) touching",,
1629,,I have a keyboard  A mouse a monitor   It can have internet.   I can move from town to town  What am I?,B,MULTIPLE_CHOICE,"A) tv
B) laptop
C) keys
D) terminal
E) staples",,
1630,,MR.  SMITH AND HIS SON ARE DRIVING IN A CAR.  THEY GET INTO A HORRIBLE ACCEDENT.  MR.  SMITH DIES INSTANTLY.  MR.  SMITH'S SON HOWEVER IS RUSHED TO THE EMERGENCY ROOM.  THE SURGEN SAID I CANNOT OPPORATE ON THIS CHILD BECAUSE HE IS MY SON.  HOW IS THIS POSSIBLE?,A,MULTIPLE_CHOICE,"A) surgen is boys mother
B) rover
C) learning
D) teaching
E) young",,
1631,,"THERE ARE 4 CATS IN A ROOM, EACH CAT IN A CORNER EACH CAT SEES 3 CATS HOW MANY CATS ARE THERE",E,MULTIPLE_CHOICE,"A) beds
B) spider web
C) circle the wifes
D) see many cats
E) there are 4 cats",,
1632,,"Which is correct, ""The yolk of the egg are white"" or ""The yolk of the egg is white""?",E,MULTIPLE_CHOICE,"A) chicken eggs
B) white horses
C) the yoke is yellow
D) white matter
E) neitherthe yolk is yellow",,
1633,,What type of button does not button??,D,MULTIPLE_CHOICE,"A) sort
B) polish
C) shirts
D) belly button
E) edge",,
1634,,"Nick's father has three sons snap,crakle,and____?",B,MULTIPLE_CHOICE,"A) flash
B) nick
C) decision
D) catch
E) kid",,
1635,,there once was a man who stole cake.  one day he went to the store he came home with a cake that he stole and ran after he got home.  what was he running from when he got home?,E,MULTIPLE_CHOICE,"A) collect
B) rich person's house
C) package
D) bill
E) duck",,
1636,,You do this to protect yourself  It doesnt have many colors on it   the noise it makes is as big as its bite!  what is it?,B,MULTIPLE_CHOICE,"A) tractor
B) duck
C) peck
D) nosh
E) bill",,
1637,,"What cooks in a pit, and ends with a flood, stews for quite a bit, yet when it comes out is still dripping with blood?",B,MULTIPLE_CHOICE,"A) devil
B) mammals newborn
C) paddy
D) reptiles
E) scale",,
1638,,"I am seen in the water   If seen in the sky,   I am in the rainbow,   A jay's feather,   And lapis lazuli",D,MULTIPLE_CHOICE,"A) reed
B) crow
C) soar
D) ciphor
E) terrapin",,
1639,,What bay do you never want to be in?,A,MULTIPLE_CHOICE,"A) bombey
B) creek
C) engagement
D) shoreline
E) surfeit",,
1640,,Can you Geuss my name?,E,MULTIPLE_CHOICE,"A) icelandic
B) procrustean bed
C) digital camera
D) descent
E) rumplestilskin",,
1641,,"im brown on the outside white on the inside, i have skin but no limbs,eyes and no mouth what am i??",B,MULTIPLE_CHOICE,"A) patch
B) potatoe
C) windburn
D) lash
E) root",,
1642,,a cowbboy rode to a hotel on friday.  stayed 2 days and left on friday. how is that possible,D,MULTIPLE_CHOICE,"A) out
B) snowmobile
C) human activity
D) his horse was named friday
E) spend time",,
1643,,"Bob is descibing his night to his girlfriend:  ""There wew four main groups, each a dozen strong.  Each group included a couple of important and royal people, and there were comedians which we tried our best to get rid of.  You would have enjoyed yourself as there were precious stones and love hearts. "" How had Bob spent his evening. ",D,MULTIPLE_CHOICE,"A) algebra
B) lassie
C) he had a long day
D) he had been playing cards
E) make a checklist",,
1644,,How much did the pirates earrings cost?,B,MULTIPLE_CHOICE,"A) fan
B) buck an ear
C) tag
D) loot
E) sail ship",,
1645,,When I was sitting on a railing I saw a ship sailing What was the captins name    If you don't know this you must be a dunce because I told you in the middle of the story,A,MULTIPLE_CHOICE,"A) what was the captins name
B) thriller
C) anemone
D) cargo ship
E) how many people were on the ship",,
1646,,What can point in every direction but can't reach the destination by itself. ,D,MULTIPLE_CHOICE,"A) headlights
B) loop
C) attractor
D) your finger
E) sting",,
1647,,I am someone you use everyday.  You always walk in it.  what am I?,D,MULTIPLE_CHOICE,"A) go
B) journey
C) alias
D) door
E) use",,
1648,,"What swings open every day, and can be any shape and size?  What has a handle that you shake hands with every day?",C,MULTIPLE_CHOICE,"A) drinking
B) clutch
C) door
D) pan
E) shovel",,
1649,,"Melissa's mother has 7 kids.  Their names are Monday, Tuesday, Wednesday, Thursday, Friday and Saturday.  What is the 7th kid's name?",B,MULTIPLE_CHOICE,"A) stepmother
B) melissa
C) alias
D) parts
E) acetic acid",,
1650,,"You was going the wrong way down a one way street, and the police saw you and didn't pull you over.  Why didn't the police stop you?",B,MULTIPLE_CHOICE,"A) canal
B) because you was walking
C) lift
D) act
E) authority",,
1651,,There were 19 sheep in a feild all but 2 fell down and died how many where left standing?,A,MULTIPLE_CHOICE,"A) 17 sheep
B) farming
C) black
D) lambkin
E) herd",,
1652,,"If I have 10 eggs in a basket, two fall out and one breaks.  How many eggs are left?",A,MULTIPLE_CHOICE,"A) 7
B) egg timer
C) graduate
D) bust
E) goal",,
1653,,if 5 is 6 what is 6,A,MULTIPLE_CHOICE,"A) 7
B) magic number
C) special
D) excellent
E) relative",,
1654,,"Write eleven thousand, eleven hundred,eleven. ",B,MULTIPLE_CHOICE,"A) dictate
B) 1214
C) profile
D) birthrate
E) kilohertz",,
1655,,"What is black and white, has a horn and gives milk?",B,MULTIPLE_CHOICE,"A) white noise
B) milk truck
C) trade
D) tortoiseshell
E) egg",,
1656,,What word is spelt the same either way you look at it?,A,MULTIPLE_CHOICE,"A) race car
B) side
C) movement
D) parts
E) use",,
1657,,a little mountain cannot get,D,MULTIPLE_CHOICE,"A) hump
B) rockies
C) national park
D) tae
E) snowbell",,
1658,,"Kids Love To Eat This, Especially When There In This Land.  The Bridges Are Made Of Chocolate And Some Houses Are Too.  Even The Gingerbread House Could Be Here Too.  There Are Even People Moving My Neighbors Which Is A Horrible Sight.  We Might Get Thrown Around and it's large or wide. ",E,MULTIPLE_CHOICE,"A) celtic
B) means
C) den
D) affect
E) candyland",,
1659,,1.  two people go to gether but never meet each other,C,MULTIPLE_CHOICE,"A) motel
B) reserve
C) railway line
D) call
E) diplomacy",,
1660,,"Count every ""F "" in the following text:        FINISHED FILES ARE THE RE       SULT OF YEARS OF SCIENTI       FIC STUDY COMBINED WITH       THE EXPERIENCE OF YEARS. . .      HOW MANY ?",E,MULTIPLE_CHOICE,"A) paraphrase
B) months
C) lyric
D) foreword
E) 6  here they are ffollowingfinishedfilesficof",,
1661,,"ok a museum has a super rare diamond in a crystal casing tide on a rpoe tide to the ceiling .  to steal the diamondyouwould need a knife right.  butyouccant get a knife into the mesueum bedcuz there is a person with a metal detector.  one day a guy walks in , cuts the rope, and steals the diamond.  at the end there was a pudddle of water o the fllor.  HOW DID HE CUT THE ROPE??",B,MULTIPLE_CHOICE,"A) gradation
B) knife was made of ice
C) arovar
D) cigarette
E) blackwater",,
1662,,"A man walks into a bar and asks the bartender for a glass of water.   Instead, the bartender draws a gun and points it at the man.   After a few seconds, the man thanks the bartender and happily walks away.   What happened?",E,MULTIPLE_CHOICE,"A) camel
B) primate
C) prisoner
D) visitor
E) man had hiccups",,
1663,,"we don't take showers, but were as clean as can be, what do we do to take the smell away?",D,MULTIPLE_CHOICE,"A) shower cap
B) freshen up
C) housekeeper
D) we take baths
E) saddle soap",,
1664,,"A man walked into a bar in resort area and said to the bartender, ""Water, water. "" The bartender immediately pulled out a gun from under the bar and shot it. The man said, ""Thank You. "" and left. Why?",E,MULTIPLE_CHOICE,"A) droplet
B) fountain
C) minus
D) launch
E) he had hiccoughs",,
1665,,"101 - 102 = 1  make this statement true by shifting any one digit.  no swapping, just move one digit. ",B,MULTIPLE_CHOICE,"A) night shift
B) still looking for the answer
C) appeal
D) sharing
E) a",,
1666,,There was a man that was all red every thing was red on him but.    How is he still blue,D,MULTIPLE_CHOICE,"A) blue back
B) enemy
C) stand out
D) he was sad
E) blue shirt",,
1667,,Silver but not silver  copper but gold  you use it every day   but who would know,D,MULTIPLE_CHOICE,"A) wash
B) read
C) polish
D) spoon
E) serve",,
1668,,i have two step sisters who make me work all day long and wont let me go to the dance ball. ,C,MULTIPLE_CHOICE,"A) doll
B) stepbrother
C) cinderella from disney princesses
D) prince charming
E) honor",,
1669,,there was a blind man driving a car but how could a blind man see if he was blind?,A,MULTIPLE_CHOICE,"A) take his blind fold off
B) go someplace
C) see
D) test
E) disability",,
1670,,Theres 10 fishes in a fish tank.  7 of them drown.  How many are left?,C,MULTIPLE_CHOICE,"A) blow
B) dorsal fin
C) fishes dont drown
D) go
E) become fish",,
1671,,i have a head and hace a tail im not a snake. What am i,E,MULTIPLE_CHOICE,"A) quote
B) diapsid
C) best
D) second
E) quartar",,
1672,,"What does corn, ribs, and shrimp sometimes have in common ?",E,MULTIPLE_CHOICE,"A) material
B) house of commons
C) cattle
D) community
E) babies",,
1673,,there is a thing which you will write on the pad it come out on a paper?,D,MULTIPLE_CHOICE,"A) pad
B) college
C) script
D) printerprinter                          printer
E) papers",,
1674,,"It comes without warning,  And makes you cry 'OH'  But you never can see it  Or tell where it goes. ",E,MULTIPLE_CHOICE,"A) poison
B) turn
C) travel
D) quality
E) pain",,
1675,,Did you here about the travel agent that got sick at the airport?,C,MULTIPLE_CHOICE,"A) clock
B) floors
C) they said it was terminal
D) skycaps
E) room and board",,
1676,,I run forever yet never move what am i,C,MULTIPLE_CHOICE,"A) horse
B) iron
C) stream of water
D) strip
E) drive",,
1677,,"There are 5 players in the all-star game: John, Tyler, Andrew, Daniel, and Drew.  One player struck out, one hit a single, one hit a double, one hit a triple, and one went yard.  John hit the ball out.  Andrew stuck out.  Tyler did something better than Andrew, but worse than John.  Drew did something worse than Tyler.  Daniel did something better than Drew.  Tyler did not hit a double.  No boy can do the same thing as someone else.  What did Tyler do?",B,MULTIPLE_CHOICE,"A) taste
B) he hit a triple
C) playroom
D) double entendre
E) homerun",,
1678,,one in june one in july two in august,C,MULTIPLE_CHOICE,"A) flag day
B) september
C) u
D) winter
E) lammas",,
1679,,Divide 30 by 1/2 and add ten.  What is the answer?,D,MULTIPLE_CHOICE,"A) key
B) agreement
C) thousand
D) 70
E) be",,
1680,,"this person says their smart, known world wide, hates peace and is completely not patriotic, oiliotic",B,MULTIPLE_CHOICE,"A) thing
B) george busch
C) characteristic
D) right hand
E) counterperson",,
1681,,"Using a coconut and a watermelon to knock them on your head,which one is more painful?",E,MULTIPLE_CHOICE,"A) hard hat
B) ache
C) islander
D) unicorn
E) your head",,
1682,,"It's dark inside, dirt surrounds me, your fleash get eatn' away.  Where am I?",D,MULTIPLE_CHOICE,"A) in a jar
B) movement
C) state
D) in a grave
E) being",,
1683,,a hillfull a holefull   you can't cach abowil full,E,MULTIPLE_CHOICE,"A) perry
B) sweet orange
C) throw it away
D) july
E) mist or fog",,
1684,,"A hill-full, a hole-full, you cannot catch a bowl-full",D,MULTIPLE_CHOICE,"A) basin
B) near empty
C) deep
D) mist or fog
E) hollow",,
1685,,what does the crime but doesn't do the time?,B,MULTIPLE_CHOICE,"A) fine
B) acteractress
C) civil time
D) criminal law
E) incarnation",,
1686,,"What makes loud noises, scares cats up trees, tears up the grass, and runs over the flower beds?",D,MULTIPLE_CHOICE,"A) rye grass
B) blue grama
C) blender
D) lawn mower or lamma
E) tool",,
1687,,I am black and I am White  I am good and bad  I am powerful and I am Powerless  Rise with me or Fall to me  What am I?,B,MULTIPLE_CHOICE,"A) music
B) magic
C) kissing
D) company
E) performance",,
1688,,What is Beethoven's favorite fruit?,A,MULTIPLE_CHOICE,"A) banannana
B) pome
C) sapote
D) living thing
E) bitternut",,
1689,,What does the 1st magnet says to the 2nd magnet?,D,MULTIPLE_CHOICE,"A) telling
B) carp
C) quality
D) you are attractive
E) magnetic moment",,
1690,,Why did some business people sit around a clock while at their job?,D,MULTIPLE_CHOICE,"A) politician
B) countinghouse
C) mail
D) because theyre working around it
E) bullies",,
1691,,"Some ants are taking a walk . There is an ant in front of 2 ants ,an ant behind 2 antsand an antbetween 2 ants. What is the total number of ants?",C,MULTIPLE_CHOICE,"A) agent
B) nan
C) 3 ants
D) double take
E) degree",,
1692,,"I am right, never wrong, and everyone that alive has me.  What am I?",E,MULTIPLE_CHOICE,"A) operation
B) wrongness
C) bigotry
D) easement
E) right side",,
1693,,"If you have one pound of rocks and one pound of feathers, which one will weigh more?",B,MULTIPLE_CHOICE,"A) measuring
B) they both weigh a pound
C) weigh different
D) two different things
E) millstone",,
1694,,WHAT PROBLEM DOES OCCUR IN A NUCLEAR ROBOT?,A,MULTIPLE_CHOICE,"A) atomicache
B) organic
C) nukes
D) nuclear physics
E) nuclear magnetic resonance",,
1695,,What is half of a yo-yo?,E,MULTIPLE_CHOICE,"A) mediety
B) moiety
C) nibble
D) oyster
E) yo",,
1696,,what is always coming but never comes,E,MULTIPLE_CHOICE,"A) win
B) semen
C) coming soon
D) movement
E) tommorow",,
1697,,"""I never was, am always to be,  No one ever saw me, nor ever will  And yet I am the confidence of all  To live and breathe on this terrestrial ball. """,E,MULTIPLE_CHOICE,"A) sack
B) place kick
C) spermophile
D) cherry bomb
E) tommorow",,
1698,,"I'm 90 year old but sill don't know who I am  I have a rich history with 5 children who look down on me  Always cultured but recently refined, I am backwards and forward thinker at the same time  I tech virture but hhere is no ""r's"" in my name  I am_______________________",C,MULTIPLE_CHOICE,"A) ephemeral
B) concept
C) game
D) fate
E) programming language",,
1699,,What makes a man bald-headed,D,MULTIPLE_CHOICE,"A) toe
B) appendage
C) headlight
D) lack of hair
E) politician",,
1700,,The man that builds it doesnt use it  The man that needs it doesnt know it  The man that wants it doesnt sell it  What is it?,E,MULTIPLE_CHOICE,"A) dependence
B) briticism
C) symbology
D) bookseller
E) coffincasket",,
1701,,"When you use it, you break it  When you break it, you're happy  Cleanup's a joy  Especially for dentists  What is it?",B,MULTIPLE_CHOICE,"A) solidus
B) pinata
C) novocaine
D) law
E) willing",,
1702,,which place is showered most offently. ,B,MULTIPLE_CHOICE,"A) spray
B) bath room
C) at hotel
D) ruin
E) showers",,
1703,,A lady has seven kids. . . half of them are boys. . . how is this possible?,D,MULTIPLE_CHOICE,"A) young
B) member
C) kid
D) theyre all boys
E) husband doesn't",,
1704,,"if you have 3 oranges and you take away 2, how many will you have?",B,MULTIPLE_CHOICE,"A) common
B) two  you took two
C) re
D) temple orange
E) ambrosia",,
1705,,All my 5 senses are perfect. But I can't run play tennis or do any type of Athletics the only thing i can do in Athletics is Throw a ball in a hoop.  Why can't I do any type of activity(athletics)?,B,MULTIPLE_CHOICE,"A) column
B) i have no legs
C) take a break
D) sling
E) cards",,
1706,,"A cowboy was riding on a horse to a ghost town on Wednesday.  He stayed at the ghost town for five days.  On the fifth day, he left on Friday.  How is this possible?",A,MULTIPLE_CHOICE,"A) horse was named friday
B) ticket
C) paddock
D) thoroughbred
E) stadium",,
1707,,"a man, lay dead in a field with only a pakage in his hands.  The pakage is unopened and the cause of his death, what is in the pakage?",C,MULTIPLE_CHOICE,"A) arena
B) mans pocket
C) parachoute
D) workman
E) lees",,
1708,,Why did the man punch the fruit?,D,MULTIPLE_CHOICE,"A) press
B) pistil
C) stereotype
D) it was written fruitpunch
E) servant",,
1709,,What goes up in the summer and down in the winter?,E,MULTIPLE_CHOICE,"A) togo
B) retreat
C) uphill
D) summer crookneck
E) tempeture",,
1710,,Never trust this fellow's grin  His teeth are sharp and course  his blood's as cold as icicles  and he'll show no remorse!  what is he?,E,MULTIPLE_CHOICE,"A) cavity
B) teachers
C) hypoglycemia
D) luff
E) crocodile",,
1711,,What is red and shaped like a bucket?,E,MULTIPLE_CHOICE,"A) sunsets
B) rubric
C) silk
D) cars
E) red bucket",,
1712,,What size do a very large egg wear?,C,MULTIPLE_CHOICE,"A) sizing
B) sizes
C) eggstra large
D) buckram
E) super",,
1713,,"What's black and white, black and white, black and white??",E,MULTIPLE_CHOICE,"A) temple
B) capital
C) black letter
D) page
E) nun falling down stairs",,
1714,,what do you you call the pig that can fly,E,MULTIPLE_CHOICE,"A) pork loin
B) maggot
C) snorter
D) pens
E) airporkairport",,
1715,,"if a red house is red, a blue house is bue, a purple house is purple what colour is a greenhouse",B,MULTIPLE_CHOICE,"A) colorado blue spruce
B) green house is see through 
C) lodging
D) slipper
E) chrome",,
1716,,What symbol can be put between 2 and 3 to make the result greater than 2 but less than 3?,E,MULTIPLE_CHOICE,"A) index
B) scale
C) test
D) exclamation mark
E) decimal point",,
1717,,What kind of clothes do lawyers wear?,E,MULTIPLE_CHOICE,"A) phenomenon
B) swimming costume
C) keep quiet
D) representation
E) lawsuits",,
1718,,I can be small as an ant and big as an elephant but i weigh absolutely nothing.  What am i?,D,MULTIPLE_CHOICE,"A) mural
B) mcdonald
C) kittens
D) shdow
E) terraced house",,
1719,,"imagin that your in a box, how do you get out?",B,MULTIPLE_CHOICE,"A) visualize yourself
B) stop imaging
C) get comfortable
D) mill
E) courtroom",,
1720,,If you are imaging you in a desert and you are felling thirsty and some camels start running you down and you are getting dehydrated WHAT WOULD YOU DO. ,E,MULTIPLE_CHOICE,"A) projection
B) optical illusion
C) magnetic resonance imaging
D) streak
E) stop imaging",,
1721,,Why did the people laugh at the man?,A,MULTIPLE_CHOICE,"A) because the man was laughing
B) youth
C) because they are stupid
D) water boy
E) hope",,
1722,,A man was at aconstruction site and a person said hey bro the man said he didnt have a brother how can this be???,D,MULTIPLE_CHOICE,"A) he wanted to marry
B) contact
C) stepbrother
D) it was his sister
E) emotional states",,
1723,,Why is it that Snoop Dogg needs an umbrella?,C,MULTIPLE_CHOICE,"A) tailor
B) splurge
C) because of the drizzle
D) rainy day
E) awning",,
1724,,What do  ghosts call their parents?,D,MULTIPLE_CHOICE,"A) revenant
B) placentation
C) travel
D) transparent
E) orphan",,
1725,,What is Altoido's real name,A,MULTIPLE_CHOICE,"A) altoido
B) faction
C) company
D) bit
E) particular",,
1726,,what do math teachers name there first child. ,D,MULTIPLE_CHOICE,"A) academic
B) sexes
C) division
D) matthew
E) single",,
1727,,The head is the tail and tail is the head andyour in the middle.   What is it?,C,MULTIPLE_CHOICE,"A) redhead
B) judge
C) church
D) tailplane
E) aisle",,
1728,,"An old man got shot in the head in a car.  The windows were rolled up, the doors were closed and locked, the car wasn't damaged and there were no weapons in the car.   HOW DID HE GET SHOT?",B,MULTIPLE_CHOICE,"A) running board
B) he was in a convertible
C) automobile engine
D) cars
E) grille",,
1729,,"What do you do to go on the other side of the door when you have: a bowl of oatmeal, a fork and a knife?",E,MULTIPLE_CHOICE,"A) lunette
B) place
C) go
D) closer
E) you open the door",,
1730,,A bird was flying in the sky it laid an egg but it did not fall why?,E,MULTIPLE_CHOICE,"A) gilded cage
B) soaring
C) vane
D) beetles
E) bird was wearing an underwear",,
1731,,"In daytime they're together, at night time they scatter",B,MULTIPLE_CHOICE,"A) place
B) pillows
C) sleeping
D) terminal
E) clock",,
1732,,tom tan got a tan then he bought some tokens     how many  t's are in that?,D,MULTIPLE_CHOICE,"A) more than two
B) tee
C) capture
D) 2 ts are in that
E) network",,
1733,,"what do you sit in, sleep on and, brush your teeth with?",B,MULTIPLE_CHOICE,"A) sitter
B) chair bed and toothbrush
C) sable
D) lobby
E) nap",,
1734,,"To the left of the clergy of backwards discourse,  And to the right of the fortress sits the knight and his horse,  He's duty bound to protect his majesty and queen,  And though his path is strait he always lands in between.    What is he?",B,MULTIPLE_CHOICE,"A) appaloosa
B) he is a chess knight
C) mongolia
D) stallion
E) racecourse",,
1735,,"what is as scary has a ghost,and as small as a bottle of nail polish?",D,MULTIPLE_CHOICE,"A) house cats
B) bullet
C) small stuff
D) your big toe
E) tables",,
1736,,"i am stared in a movie, i can make lite, i rece and chill, what can i be??",D,MULTIPLE_CHOICE,"A) silver
B) ticket window
C) ticket
D) i can be a car
E) i can fly",,
1737,,A cowboy rides into town on friday.  He stays 3 days and leaves on friday.  How did he do that?,E,MULTIPLE_CHOICE,"A) jockey
B) spend the night
C) graduate
D) come early
E) horse is named friday",,
1738,,"a boy and his dad are driving in the car , then they crash , the dad die's and the son is rushed to hospital , then a person come's in and says '' thats my son !''    who is that person ?",C,MULTIPLE_CHOICE,"A) water boy
B) old boy
C) boys mum
D) trash can
E) fishing",,
1739,,What does a chicken say instead of good?,B,MULTIPLE_CHOICE,"A) good afternoon
B) eggcelent
C) stead
D) eggs on top
E) nugget",,
1740,,"Patrick and Grace went to the Casino.  They went to gamble and drink. Patrick said to the man "" If Grace can get the hankey of the host onstage in one miniute,you will have to pay Grace twice as 100 gold coins,six hundred of 7 gold coins and 99,000 of gold coins. ""The man agreed. Grace won in the bet. How much did the man payed to the girl?",B,MULTIPLE_CHOICE,"A) idaho
B) nothingfor grace is a dog
C) colour
D) mill
E) salesman",,
1741,,"If a plane crashes between the borders of the U. S. A and Mexico, where would they bury the survivors?",D,MULTIPLE_CHOICE,"A) membrane
B) in the ground
C) mexican
D) you wouldnt bury a survivor
E) airplanes",,
1742,,What type of flower grows between your nose and your chin?,D,MULTIPLE_CHOICE,"A) clover
B) nosebleed
C) orifice
D) two lips like tulips
E) blow",,
1743,,what is lighter than a feather and not even the strongest man in the world can carry it,A,MULTIPLE_CHOICE,"A) easy your breath
B) scene
C) birds
D) photo
E) hold onto",,
1744,,"In the middle of the night, a man goes into his back-yard and shoots a bird.  Due to this, he never sees antoher sunrise.  Why? ? ? (Hint: the bird is male)",C,MULTIPLE_CHOICE,"A) egg
B) squawk
C) he shoot his rooster
D) part
E) bb gun",,
1745,,"What is black, has a mowhawk, and yells Ah Piteedafoo!?",E,MULTIPLE_CHOICE,"A) black sheep
B) black pudding
C) yeller
D) judge
E) mr  t",,
1746,,i am a cool treet that we can eat in summer,C,MULTIPLE_CHOICE,"A) birthday
B) dish
C) ice_cream
D) cooling
E) cream",,
1747,,what country has the mast fish,A,MULTIPLE_CHOICE,"A) finland
B) monaco
C) luxembourg
D) border
E) residents",,
1748,,name the country which has a lot of fishes?,A,MULTIPLE_CHOICE,"A) finland
B) belgium
C) cities
D) italy
E) ranch",,
1749,,"A gleaming beach,  Scorching hot,  Gone at night,  Back at day.   Goldie locks,  And beautiful sunflowers.   What am i?",B,MULTIPLE_CHOICE,"A) flowering plant
B) yellow
C) green light
D) mustard oil
E) baking",,
1750,,there were 100 cups of tea and 1000 people.  They divided by 1/2's.  so how many people got tea?,A,MULTIPLE_CHOICE,"A) 200 people
B) mongolian
C) drinks
D) tea shop
E) afrikaans",,
1751,,How do you make 9992=998001 true?,A,MULTIPLE_CHOICE,"A) 999x999998001  9992999 squared
B) difference
C) hypothesis
D) proposition
E) myth",,
1752,,"A man and his son are driving on the interstate when they get into a car accident.  Both need to be taken to the hospital.  The hospitals are overcrowded so the man and his son are sent to different hospitals.  The son needs surgery and but when he gets their the surgeon says, ""I can't operate on this boy, he's my son. "" How is this possible?",D,MULTIPLE_CHOICE,"A) father is a boy
B) prostatectomy
C) father is a jerk
D) surgeon is his mother
E) daughters",,
1753,,"Hello.  Hello.   What is your name?   I will not tell you, but I will GIVE you clues.   it has a J.    it has a I.    it has a U.       what is my name?",E,MULTIPLE_CHOICE,"A) share
B) give
C) speech
D) repeat
E) justin",,
1754,,there is a donkey tied to a rope the rope is only 5 feet long but there is some food 20 feet awayhow can the donkey get to the food?,D,MULTIPLE_CHOICE,"A) mouthpart
B) boiler
C) small intestine
D) rope wasnt tied to anything
E) beat",,
1755,,this thing is useless to some other things like a wheel. and it is parralel 2. ,A,MULTIPLE_CHOICE,"A) square      
B) travel
C) squarerect
D) creature
E) rim",,
